title,author,year,abstract
An archival revolution: W. Kaye Lamb and the transformation of the archival profession,Cook T.,2005,"W. Kaye Lamb, fourth Dominion Archivist of Canada, 1948-69, as well as its first National Librarian and a prolific historian, ignited an archival revolution in the country. Rejecting many of the ideas of Hilary Jenkinson and most of the approaches of his predecessors, Lamb knew he was establishing in Canada a ""new profession"" for archivists and a new kind of archives. His revolution to modernize archivy had three major thrusts: enhancing total archives by augmenting more systematic and comprehensive appraisal (and destruction) of records, embracing archival government records and establishing records management, and significantly expanding researcher services and public programming. All were driven by his desire for ""keeping the past up to date"" to meet the pressing cultural needs of the country, and to support the postwar creation of an efficient modern state. The archives that Lamb inspired - and his ideas underpinning them - form the backdrop for much of the intense debate of the past three decades about the nature of the archival profession and its functions. Understanding Lamb's ideas thus sheds light on the profession's present and future directions, as well as celebrate one of its historical giants. This study is based on Lamb's own writings and personal papers, including first-time access to an extensive unpublished memoir of his archival career."
Towards a history of Australian diary keeping,Piggott M.,2005,"The paper is a two-part discussion of what is needed for an archival history to be written of diary keeping in Australia, and what it might cover. The first begins by looking at the state of archival history and diary studies in Australia, and the research infrastructure needed to support such a history. It also points to problems with the notion of a distinctive Australian diary, and with the concept of ""diary"" as a record type. The second part suggests some possible themes for the history arising from various factors which give rise to the keeping of diaries. Gender, educational and social background, and professional mindset can predispose people to produce and keep diaries and journals. Event-based factors such as participation in war or traveling to Australia as an immigrant are also discussed. These are developed historically, with the European discovery and settlement of Australia and its involvement in war especially as prisoners of war highlighted as two themes for further development."
"A French legacy: The transition from collegiate to bureaucratic record-keeping in a Dutch Town, 1800-1900",Horsman P.,2005,"Initiated by political and administrative changes that started in 1795, record-keeping in the Netherlands underwent a metamorphosis. The alterations were greatly influenced by French practices during the period that the country was under French control and administration. However, many of the traditional record-keeping methods were preserved and mixed with the French practices. Local administrations, like those of the town of Dordrecht, seem largely to have escaped from French influence on their record-keeping. However, increasing paperwork enforced bureaucracy, and the bureaucracy imposed its administrative rules on the local political hierarchy, such as the city council and the committee of burgomaster and aldermen. The Dordrecht case study demonstrates how record-keeping moved from the primary process of decision making to become a bureaucratic specialty, which met the requirements of the bureaucracy itself rather than those of the political decision makers. The beginning of the twentieth century witnessed the birth of a formal record-keeping system, controlled by a specialized registry."
"""Control through communication"" in a comparative perspective",Ketelaar E.,2005,"In the United States between 1870 and 1920, in The Netherlands and in Germany between 1880 and 1930, business and government agencies adopted new technologies for the production and reproduction of documents, their storage and retrieval. New technologies and genres of downward communication, upward reporting, and internal correspondence were introduced to enhance control through communication. The office became an ""innovation junction"" of technologies, creating new functions and a new office hierarchy that was reflected in office buildings, lay-out, and furnishing. Technology was an enabling and promoting actor, but not the primary cause of innovation. Committed managers played an important role in introducing new communication technologies. National and international networks of records management specialists and providers of office technologies were equally important. Recognition of the history of control through communication may contribute to understanding current and future adaptation and innovation of record-keeping technologies in their social and cultural contexts."
"Sir John Soane and the design of the new state paper office, 1829-1834",Palmer S.,2005,"This paper examines the design and building of the New State Paper Office in Duke Street, London by the architect Sir John Soane (1753-1837), the only purpose-built repository for national records in England before Sir James Pennetho-rne's Public Record Office Building opened in Chancery Lane in 1856. It draws on published accounts, material in the Office of Works, and Treasury papers in The National Archives, and on Sir John Soane's extensive business archive and office drawings preserved in his House-Museum, which he left to the nation on his death in 1837. Soane's design for the building is examined particularly in respect to his solutions for fire-proofing and security, and compared with contemporary practice and the solutions adopted in the Public Record Office building of twenty years later. The final section deals with the building in use from 1834, its amalgamation with the Public Record Office in 1854, and its demolition in 1862."
Documents and archives in early America,Jimerson R.,2005,"Concern for documents and archival records in America began with religious motives and concern for colonists' rights. By the late 18th century historians increasingly relied on original documents to establish facts and ""objective"" truth. Beginning with the Revolution historical documents served patriotic and nationalistic purposes, such as veneration of heroes. Efforts to preserve irreplaceable documents resulted in two separate but closely linked traditions - ""multiplying the copies"" through documentary editing and publication, and establishing repositories to protect original documents. This marked the beginning of archival consciousness in America, led by private historical societies. Archives served the needs of the social elite and confirmed their power."
Evidence of sanctity: Record-keeping and canonization at the turn of the 13th century,Light M.,2005,"In 1234, the papacy asserted an exclusive right to canonize saints. To gain control over the canonization process, popes required increasingly specific written evidence from communities about their saints and developed investigative procedures to authenticate the communities' miraculous evidence. Gathering written testimony for review in Rome was an act of domination over local processes for sanctifying community members. Not only did papal record-keeping remove decision-making from local hands, but it also enabled review of correct belief, structured community responses to the sacred, and provided an effective display of papal rights. During the process of St. Gilbert of Sempringham in 1201-1203, Pope Innocent III articulated new record-keeping requirements. St. Gilbert's canonization provides a window into this transition."
The archives nationales du Québec: Memory of a nation,Héon G.,2005,"The author aims to demonstrate that the archival system in Québec corresponds to the model developed by the International Council on Archives and UNESCO. According to this model, an archival system must be based on formal legislation and incorporate a management structure. It must also include strategies for professional standardization and provide for the dissemination of the archival heritage. In support of his argument, the author reviews the history of the archives of Québec from the 17th century. Initially used for administrative purposes, archives became, during the 19th century, the principal resource for historical research. This perception of their function did not change until the second half of the 20th century, especially during the 1960s and 1970s. During that period the elements of an integrated records management system began to emerge when the Archives nationales du Québec (ANQ) was established in 1969. From that date, the ANQ developed all the elements necessary to fulfill its mandate to preserve its institutional memory as well as the nation's collective memory."
"""A murmur of small voices"": On the picture postcard in academic research",Ferguson S.,2005,"This paper attempts to understand why historians and social researchers have traditionally been reluctant to consider the picture postcard as a subject of legitimate research. The few academics who have chosen to study postcards provide clues to the source of this prejudice in their research. The paper outlines the challenges of the postcard within the context of its development in the 19th and 20th centuries. Reviewing academics' own comments on the use of postcards in their research provides clues as to the postcard's shifting value as a record. In less than one hundred years, the postcard shifted from a ubiquitous part of daily life to an obscure and occasional academic footnote, and is only now beginning to re-emerge as a valuable documentary form for researchers. Reviewing and analyzing this paradox speaks to the nature of this much-neglected but socially important documentary form."
Archival appraisal: A status report,Couture C.,2005,"Appraisal is one of the most significant aspects of contemporary archival science: it is its ""noble function,"" its central core. The author defines appraisal as ""the act of judging the primary and secondary value of records and establishing the length of time during which they retain this value, within a context that respects the essential link between a given institution (or person) and the records they created in the course of their activities."" He then presents a comprehensive review of appraisal, defines the related issues and the place it occupies within the archival mission, and proposes five principles that govern the appraisal process. The author concludes by affirming that solid theoretical foundations exist to support records appraisal."
The selection of photographs,Charbonneau N.,2005,"This article addresses the issue of the selection of photographs from a firmly archival perspective. The author outlines a procedure based on archival values and appraisal criteria applied to photographs. The article also includes consideration of the intentions of the various participants in the creation of photographs and the role that creators can play in the selection of documents. Finally, a number of case studies are offered with the aim of assisting in the application of the procedure outlined in the article."
The effect of the web on archives,Senécal S.,2005,"This article addresses the concept of the archival fonds in the context of the Internet environment. It offers first the current definition of records as well as the limits this concept faces because of the common use of an organic metaphor to depict the archival fonds. It then addresses the different definitions of records evident with the Internet, a domain dominated by the concept of the network rather than that of the organism. These two metaphors are likely not reconcilable in archival theory. This situation prompts detailed reflection on our understanding of archival practises so as to maintain their pertinence and effectiveness in this environment."
Research in archival science: A status report,Couture C.,2005,"Although the keeping of archives is a very ancient practice, their study as an academic discipline is a recent phenomenon. For this reason, in the view of the authors, there have been, in the last ten years, no more than forty articles in French or English specifically devoted to archival research. This article offers a synthesis of the literature, so as to answer the question: How is archival research envisaged today? Explaining first the importance of research in archival studies and the role it plays in the development of the discipline, the authors then proceed to examine its subject matter, dividing it into nine fields: 1) The object and aim of archival science; 2) Archives and society; 3) The history of archives and of archival science; 4) Archival functions; 5) The management of archival programs and services; 6) Technology; 7) Types of media and archives: electronic records; 8) Archival environments; and 9) Specific issues related to archives. The article concludes with a discussion of methodology, education, and support to research."
Padua municipal archives from the 13th to the 20th centuries: A case of a record-keeping system in Italy,Bonfiglio-Dosio G.,2005,"This research describes the record-keeping systems of Padua's municipal administration from the 13th to the 20th centuries, i.e., by free commune, Carraresis' seigniory, public servants of the Republic of Venice, and local administration in the context of the State before and after the national unification (1861, but for Veneto and Padua 1866). The focus is on the analysis of the medieval and modern chancellery, while archives were preserved and kept by corporate bodies charged with public administration, and afterwards bureaucratic and historiographical work carried out in the 19th and the 20th centuries. At this time new management methods, adopted by States created by Napoleon1 and devoted to current archives, influenced historical archives preservation too. This article shows how one Italian city has preserved administrative memory and has created a specific institution to preserve and study historical records."
Note from the general editor,McIntosh R.,2005,
Managing the long-term preservation of electronic archives or preserving the medium and the message,Grimard J.,2005,"The author invites readers to reflect on the use of electronic records. He defines the term as encompassing all those records produced and accessible only by means of electronic equipment. He shows that electronic information must be maintained through a global approach that preserves both the medium and the message. He underlines the opaque nature of electronic information, which has no natural structure even though it is regulated by a range of codes and conventions; the multiplicity of formats in which it is found; and the fluidity and malleability that characterize it. He proposes three solutions to the problem of preserving the contents of electronic records: changing the medium, standardizing formats, and conversion of the information. In the third part of his paper the author examines the fragility of electronic media and the lifespan of supporting technology. As solutions to the problem of preserving the media, the author underlines the importance of storage conditions, information conversion, research, and standardization. In conclusion, he reminds readers of the importance of preserving recorded memory. To succeed, not only must the message and the medium be preserved, but early, appropriate, and timely intervention is needed."
Towards an understanding of the archival discipline in Québec,Gadoury L.,2005,
Taking stock: The evolution of archival science in Québec,Couture C.,2005,"The author looks back over the past thirty years of archival science in Québec, identifying seven milestone events which have marked its development: the creation of l'Association des archivistes du Québec (AAQ) in 1967; the Manuscript Affair in 1972; the Jean-Paul L'Allier Cultural Policy of 1976; Québec's 1982 Act respecting Access to Documents held by Public Bodies and the Protection of Personal Information and the 1983 Archives Act; the creation of university archival education programs beginning in 1983; the creation of the Canadian Council of Archives in 1985; and the XIIth International Congress on Archives, held in Montréal in 1992. The author demonstrates that each of these events contributed elements essential to the creation of the discipline, and that in the past thirty years archival science in Québec has developed its own unique character, responds to the needs and expectations of Québec society, and continues to evolve."
Reopening archives: Bringing new contextualities into archival theory and practice,Nesmith T.,2005,"The opening of an archives is often an exciting occasion when access is gained to once inaccessible or previously unknown records. Archives today, though, are being reopened through growing interest in the history of records and archives. Approaches to this history have taken some radically new directions, influenced by postmodern insights. The profound implications for archival work of these new directions are still in conceptual infancy. This article offers an overview of this reopening of archives by outlining how archival ideas and work might be reconceptualized in light of these changing perspectives on the history of records and archives."
Confronting computers: Debates about computers at the public archives of Canada during the 1960s,Baldwin B.,2006,"During the 1960s, staff members of the Public Archives of Canada began to encounter two aspects of computerization that are of continued relevance today: automation as a tool of information retrieval, and the preservation of computer records. This paper explores the initial experiences and perceptions of computer use at the Public Archives through the lens of the institution's first automated finding aid project, and from the perspective of early discussions about electronic records management. Archivists' ideas and responses to computers during the 1960s included a mix of excitement and scepticism. The discourse of this original decade of computer use serves to remind us of the foundational intellectual debates pertaining to technological change and archives."
"Of things said and unsaid: Power, archival silences, and power in silence",Carter R.G.S.,2006,"This article examines the dynamics of silence in archives. It argues that silences are, in part, the manifestation of the actions of the powerful in denying the marginal access to archives and that this has a significant impact on the ability of the marginal groups to form social memory and history. Archivists and researchers can read archives ""against the grain"" and begin to highlight these silences and give voice to the silenced. This, however, may be a difficult and contentious activity and one that should not be entered into lightly. The article then examines how silence can be a method used by the marginalized to deny the archives their records as a way to exercise their power over the powerful."
A postcolonial archive? on the paradox of practice in a northwest Alaska project,Kurtz M.,2006,"In this paper, I explore contradictions between postcolonialism and the institutional practices in the creation of an oral history archive in northwest Alaska. As a project, postcolonialism often harnesses an interpretive de-centring of the resources that power has colonized. The materiality of a local institutional archive, on the other hand, is created through the geographical centring of historical material. The production of such an archive thereby renders one effect most visibly: the constitution of historical subjects. To what extent do these two projects - postcolonialism and the making of an archive - then work toward different purposes? The paper examines the ambiguities of postcolonialism first as an index of historical-geographical space, then as a collective intellectual project. To illustrate contradictions between postcolonialism and the making of an archive, the paper substantiates these considerations through an example: the contemporary production of an oral history archive in northwest Alaska. The example serves on both registers: as a project sited in what may be said to be a ""postcolonial"" geography, and as a potentially postcolonial endeavour. I argue that the first description is off the mark, and that institutional endeavours to build an oral history archive in northwest Alaska, while ostensibly working against a history of colonialism, nonetheless re-inscribe various powers of colonialism."
Turning macro-appraisal decisions into archival holdings: Crafting function-based terms and conditions for the transfer of archival records,Bailey C.,2006,"Since the National Archives of Canada (now Library and Archives Canada) introduced macro-appraisal in 1990, its government records archivists have sought to create terms and conditions for the transfer of archival records based on functions and activities. In 2003, the NA/LAC Terms and Conditions Work Group (TCWG) bridged the divide between appraisal and acquisition by developing the necessary methodology to translate an archivist's macro-appraisal decisions into disposition tools (the formal Terms and Conditions for the Transfer of Archival Records within the Records Disposition Authority, as well as a complementary Application Guide) that would ensure the identification and selection of archival records in all media. This article places the work of the TCWG within the context of the evolution of federal government record-keeping and macro-appraisal methodology as applied within LAC, and presents an overview of the disposition tools that it produced."
"Studies in documents: ""I make a lot of clothes for my family"": The 1937-1939 family income and expenditure survey at the Dominion Bureau of statistics",Downey C.,2006,"In this article, the author discusses a previously undiscovered group of records - the 1937-1939 Family Income and Expenditure Surveys. Created by the Dominion Bureau of Statistics, these surveys are a rich source of information about the income and spending habits of Canadians during the latter stage of the Depression."
Archives and the intangible,Rylance K.,2006,"The realm of archives has always had an affinity for objects. Whether those objects were records, photographs, or artifacts determined their locus within the archival institution, or whether they were relegated to some distant storage facility or an affiliated place, such as a museum or library. But today's altered landscape has necessitated a rethinking of archival ""objecthood,"" of the archives as a meaning-forming place, and of the basic tenets of archival acquisitions and appraisal strategies. UNESCO's Program for the Safeguarding of Intangible Cultural Heritage provides an example of contemporary efforts to archive not only the culturally ephemeral, but also the quintessentially intangible. As such, it contributes to a reflection on the underlying premises of the archives' preference for and elevation of objects, and suggests frameworks by which archivists may re-conceptualize their roles in preserving culturally meaningful expressions regardless of physicality."
Digging in your own backyard,Schein R.H.,2006,"This article assumes the archive is at once a repository of facts as it also is laden with, and implicated in, historically and geographically constituted webs of power relations. The archive can be a benign repository, a powerful interpretive apparatus, an epistemological frame on the world, and often is all of these at once. But understanding the theoretical implications of a problematized ""archive"" and knowing what that means ""on the ground"" - in particular cases and sites and empirical examples - are not always the same thing. In order to help rectify that sometimes-disjuncture between theory and practice, this essay presents a story of a racialized landscape that begins with one foray into an historical archive in a very traditional sense - a local repository of government documents. It suggests that the issues and problems explored in this particular case transcend their site, with broader scholarly relevance for a wider audience."
Authority in space?: Creating a digital web-based map archive,Withers C.W.J.,2006,"The paper discusses the creation between 1999 and 2002 of a collaborative Web-based digital image and map catalogue archive, ""Charting the Nation,"" coordinated by the Department of Geography, University of Edinburgh, and Edinburgh University Library. The creation of the archive, based on the maps, cataloguing information and associated manuscript sources in the holdings of numerous collaborating institutions, is examined in relation to questions concerning the nature of archives generally and to this archive in particular as a ""space"" of authority. Issues posed by the electronic archive as a ""virtual space"" and in the creation and practical management of this digital Web-based map archive are addressed in relation to debates on postmodernism and the archive and to geographical and other literature on the situated nature of knowledge. This paper outlines the practical and theoretical issues confronted in the creation of a Web-based digital map archive. The archive in question, ""Charting the Nation"" (hereafter, for convenience, ""Charting""), has as its focus the maps of Scotland created from 1550-1740 and their associated manuscript and printed texts (such as the manuscript correspondence of individual mapmakers, or related contemporary printed work). The new entity ""Charting"" was created between 1999 and 2002 as a result of collaboration among ten universities and major libraries in the United Kingdom.1 Additionally, a further dozen or so European academic bodies and libraries and over thirty private owners were involved in, for example, allowing items from their collections to be included. ""Charting"" aimed to bring together in one Web-based site digital images of all the relevant maps and associated material held by these geographically-dispersed institutions - to make, as it were, a single archive in the ""virtual space"" of the Internet from the holdings of different institutions located in real space. Our concerns at the time were, in general, to meet and stimulate research needs - amongst map historians, students of place names, and of Scottish history and geography - to widen access to these scattered sources and, by providing access to digital surrogates, to help preserve the original materials. Our concerns in this paper are twofold. The first is to contribute to debates on the nature of archives as sites or ""spaces"" of authority. The second is to reflect upon the creation of ""Charting"" as a single, virtually placeless, archive based on the concentration into one ""space"" of material housed in, and managed by, other distant archival repositories. We do this in the hope that our reflections may interest archivists and other readers of this journal for whom."
Invisible presence: The Whitening of the black Community in the historical imagination of British archives,Bressey C.,2006,"The aim of this paper is to highlight the methods and ironies of researching Black histories in a British context. It is an attempt to expose tensions between the presence of Black people in London, their material presence in the archives available to researchers, and the complexities of British histories that their presence articulates."
Towards an archival concept of evidence,Meehan J.,2006,"Evidence is an important concept for archivists at the same time that it is a hard one to pin down in so many words. Our understanding tends to suffer from a general assumption that the notion is somehow self-evident (that we know what we mean without having to spell it out), as well as from a narrow conceptualization that inextricably links the notion with legal rules, accountability, and corporate memory. With the renewed interest in and debate surrounding the subject in recent years (especially since the advent of electronic records), it is important for archivists to clarify and elaborate on our ideas of evidence and to work towards formulating our own concept with a meaning expressed and explored in archival terms. This paper seeks to do so by tracing an archival concept of evidence as a relation between record and event (drawn from legal conceptions of evidence as a relation between two facts), by considering the concept's various assertions about the nature of records and certain archival processes, and by imagining the possible applications and implications of the concept as a term of archival thought and practice. In the end, this paper does not seek to offer a singular archival meaning of evidence so much as to begin a line of inquiry that hopefully opens up our understanding of evidence and leads to different discussions of some of the key ideas informing and shaping our individual and collective practice."
Ethnographic archival records and cultural property,Laszlo K.,2006,"This article looks at concepts of cultural property as they apply to archival holdings, and specifically how these concepts apply to ethnographic archival materials with First Nations content. The author explores ethical and moral responsibilities of archivists to the information content of such material in our holdings and the ways we treat culturally sensitive images and content. The author also addresses the increased involvement of aboriginal people in the management of their cultural resources and how collaboration can determine culturally appropriate care and preservation from an archival perspective. Issues relating to moral and physical ownership are also addressed."
Memories resurrected in context: Gender and remembrance in Charlotte Black's scrapbook,Simonson K.,2006,"This article focuses on a scrapbook compiled by Charlotte Black, a Home Economics student who graduated from the Manitoba Agricultural College in 1925. The scrapbook, held at the University of Manitoba Archives and Special Collections, contains postcards, letters, invitations, memorabilia, and numerous photographs; and presents a snapshot of student life at the Manitoba Agricultural College. Scrapbooks are often disparaged as archival records. But in exploring the social and personal circumstances of the creator, scrapbooks can be read more critically, and their full value as archival records better understood."
Doors opening wider: Library and archival services to family history,Tucker S.,2006,"Within many archives and library special collections, genealogical researchers make up the largest user group. Most studies show that in North America and Europe, they can account for fifty to ninety percent of all users. The paper addresses the historical background of genealogy within our reading rooms and an expanding world of family history via archival and library websites, examining family history as presented on selected websites of archives and libraries in the United States, Canada, England, and Scotland. A website analysis focused on three main objectives: to establish the current state of our most public face presented to genealogical researchers; to identify current areas of best practice and those which require improvement; and to form a vision of what archives could offer on websites to family historians."
"Special section on archives: Space and power: ""Having new eyes"": Spaces of archives, landscapes of power",Schwartz J.M.,2006,
Bucks for your Bytes: Monetary appraisal for tax credit of private-sector electronic database records,Cook T.,2006,"This short note addresses assigning monetary value to electronic database records for the purpose of income tax credits. While there are many precedents available for the monetary appraisal of more traditional archival media, this is not the case for records from large database systems. Some of the factors that evaluators have developed to assign monetary value to these records are identified here."
Canadiana bruxellensia: Two canadian manuscripts at the royal library of Belgium in Brussels,Verweij M.,2006,"This article presents two documents on Canada, preserved in the Department of Manuscripts of the Royal Library of Belgium (Koninklijke Bibliotheek van België/Bibliothèque royale de Belgique) in Brussels. One is a personal notebook by a Major Henry Scott who visited Canada in 1886-1889; the other is a photo album presented to the participants in a journey through Canada following a congress of the British Medical Association in 1930."
"Notes and Communications: ""Out, Damned spot!"" the Staining of the proclamation of the constitution act, 1982",Whalen J.,2006,"This article is an account of what happened when a vandal irreparably damaged an original copy of the Proclamation of the Constitution Act, 1982 at the (then) Public Archives of Canada while it was being shown to him. The writer of this piece, who was the victim of this malicious act, traces events in chronological order and shows how the document was created, its purpose, how it was stained, steps taken to restore it, and its value. As a result of the disaster, the Public Archives reevaluated procedures for handling prestigious documents in order to better protect them from harm. It also had to deal with an important ethical question - to what extent should conservators go to restore a document without affecting its authenticity and integrity?"
Studying reality: The application of theory in an aspect of UK practice,Williams C.,2006,"This paper contributes to the ongoing debate about the nature of the relationship between theory and practice. It reviews traditional approaches, considers more recent ones, both within and beyond the archival domain, and concludes that the relationship is a dynamic one. It offers a case study on the investigation of the application of appraisal theory in a range of UK archives, which demonstrates that training, experience, and intuition are of as much use as theory to some practitioners, although responses are often shaped by the archives' organizational setting."
Touchstones: Considering the relationship between memory and archives,Millar L.,2006,"This paper considers the relationship between memory and archives by exploring the concepts of individual and collective memory and by examining the processes involved with creating, capturing, storing, and retrieving memories. The author considers the metaphor of archives as memory and relates our perception of memory to our understanding of the creation, preservation, and use of records and archives. She demonstrates that individual and collective memory represent only a fragment of life events and she reflects on the emotional, temporal, and political realities that affect what we remember and how. She concludes that records and archives are not in themselves ""memories"" but only touchstones upon which memories may be retrieved, preserved, and articulated."
Moments of risk: Identifying threats to electronic records,Bearman D.,2006,"The author left the field of electronic records a decade ago, and has returned to survey the landscape of what at that time appeared to be a battleground of irreconcilable positions. Since 1997, significant areas of agreement seem to have emerged. This paper identifies six agreed ""moments of risk,"" which occur at critical state transitions in the life of records: at capture, maintenance, ingestion, access, disposal, and preservation. It examines the literature of the past decade to identify the commonly held criteria by which records can be known to have survived such moments of risk unscathed. By locating widely accepted critical points in the life of records and the criteria by which we can assure ourselves that our management methods have succeeded, it hopes to make way for tests that could be agreed between proponents of different strategies."
"Archives, life cycles, and death wishes: A helical model of record formation",Brothman B.,2006,"This article develops a model of a concept of record formation. Beginning with an analysis of the temporal qualities of the life cycle in archival practice, it goes on to show how the metaphorical language and concepts of life to which archivists are beholden, have empowered archival thought and practice, but also imprisoned them. Proceeding from this critique, the article then proposes that a helical figure, developed from certain medieval ideas of death, resurrection, and human identity, enables us to develop a temporal model that better accommodates the complex dynamics of ""record formations."" The characteristic coiled shape of helical figures permits the depiction of record formation as simultaneously unfolding in a linear and non-linear fashion. The article argues that the concept of record formation better articulates the life-and-death documentary phenomena archivists encounter and influence in their work than do such notions as ""record,"" ""record-keeping"" and ""recordness""."
"Power, identity, integrity, authenticity, and the archives: A comparative study of the application of archival methodologies to contemporary privacy",Todd M.,2006,"Privacy has a prominent place in the management of archives and consequently in the literature. As archivists, we have a trusted role in determining access to archives in our care. This is an area that, owing to the onward march of technology, develops rapidly in its administration even if the overall aim is constant: ensuring appropriate access to documentary heritage. This paper attempts to link developments in this area identified in previous work under the auspices of the InterPARES project to issues of archival methodology and even to theory. Trends in jurisprudence and politics mean that although we can expect still to be judged on our management of access, there are other, equally fundamental challenges to be addressed. Globalization of commerce, governmental data sharing, and jurisprudence means that even where a stable and balanced regulation of privacy has been achieved - as it seems to have been in Canada - there are deep-seated threats and challenges to this settlement. The element of consent in the current compact between citizens and the archives may need to be revisited sooner rather than later. These challenges are discussed as they relate to established professional methodologies. Finally, by bringing to bear the philosophical postmodernism of Jacques Derrida and postmodern archival approaches as exemplified by the continuum viewpoint, consideration is given to the definition, potential, and limitations of privacy as a postmodern archival proposition."
Records of dubious research value: Developing and implementing acquisition policy for the records of non-profit organizations at library and archives Canada,Fisher R.C.,2006,"In response to severe budget cuts, Library and Archives Canada introduced a strict acquisition policy for private archives in 1995 designed to significantly reduce acquisition activity. Part of the new policy required non-profit organizations to contribute resources, human or monetary, toward the arrangement and description of their records as a prerequisite to acquisition by LAC. This contribution could range anywhere from full-funding to assistance in preliminary arrangement and description. The adoption of this acquisition policy reflected an emerging view that the fonds of organizations held less archival value than those of individuals and, in effect, downgraded the records of organizations at LAC as a priority for acquisition. This article examines the theoretical environment - the debates and assumptions - in the Canadian archival community and within LAC leading up to this decision, and examines LAC's experience of implementing this policy over ten years through seven case studies of organizations upon which it had an impact. It concludes with a discussion of the lessons learned through this practical experience and some more general reflections on the archival record of non-profit organizations."
"Archives, truth, and Reconciliation",Sachs A.,2006,"This lecture by Justice Albie Sachs of the South African Constitutional Court recounts his ""archive fever."" Archivaria asked Verne Harris of the Nelson Mandela Foundation to prepare a short introduction."
"Doing archival appraisal in Canada. results from a postal survey of practitioners' experiences, practices, and opinions",Craig B.,2007,"This paper reports results of a self-administered postal survey of 450 Canadian archivists undertaken between 2003 and 2005. The survey of fifty-eight questions gathered information specifically about appraisal as a work process: how it is done by archivists in Canadian repositories; what resources they use; what problems and issues they have encountered; and in the light of experience, what tools, skills, and knowledge have proven to be important in doing this task. The paper reports the frequencies for eight sections of the survey. It situates the 313 responses (response rate of 70%) within their overall experience, institutional affiliation, and basic demography. The paper also discusses respondents' opinions on the knowledge, education, and training needed to do appraisal, and assesses the sources for information they use and find useful. After reporting on the respondents' approach to the task and the methods they use, the paper looks at the problems encountered in doing appraisal and discusses the ideas that archivists have about their accountability for decisions. Further analysis of data from the survey is proposed as the companion to the next phase of research on appraisal, interviewing archivists to explore ideas and issues in depth. © 2013."
From data to records: Preserving the geographic information system of the city of Vancouver,Dingwall G.,2007,"VanMap is a geographic information system used by the municipal government of the City of Vancouver, British Columbia. It provides city staff access to a wide variety of continuously changing spatial information about the city, drawn from internal and external sources, which is used in support of both formal and informal business processes. In the first part of the article, the authors address issues related to the long-term preservation of VanMap encountered in the course of the InterPARES 2 case study conducted in 2004-2005. VanMap is examined within the context of InterPARES concepts of the record in dynamic and interactive environments, and subsequent implications in terms of establishing the essential elements of the system that must be preserved and how to relate the preserved system to the activities it supported are discussed. The second part of the article explores how the Storage Resource Broker data-grid technology developed at the San Diego Supercomputer Center might be used as a component in the overall preservation strategy. This technology would support maintaining the integrity and authenticity of the preserved system, and contribute to its infrastructure independence through features such as persistent namespaces. © 2013."
Archive fever as genealogical fever: Coming home to Scottish archives,Little H.,2007,"This article explores the kind of ""archivization""2 that is produced by family historians. Within this process, the function and meaning of archives in Scotland is changing and here is offered an examination of this transformation. Firstly, an overview of how family history has developed over time and its relation to the history of Scottish archives is provided. Secondly, the article investigates several themes within family history and tourism. These include an exploration of the Scottish diaspora and the idea of homecoming; a comparison of how the concept of authenticity is used within the tourist industry and archives; and finally a discussion on the role that archives play in the construction of identity. © 2013."
Special section on archives and culture: Note from the Guest Editors,Smith J.,2007,
Birds of a feather: Some fundamentals on the archives- ecology paradigm,Moore E.A.,2007,"This article reviews the concepts of preservation, conservation, and ecology in order to establish archival theory and practice, and environmental philosophy and protection as intellectually related domains, not merely analogous subjects. Moving beyond the organic metaphor peppered throughout the professional literature, it challenges archivists to look more widely at the parallel ideas and applications in archives and ecology that can influence and inform their decision-making process, and encourages archivists to move further away from the positivism that has directed much of their activities toward a more pluralistic paradigm evident in the biological and physical sciences. The outcome is a fundamental understanding of the theoretical intersection of archives and ecology coupled with models that can guide practical applications in appraisal and access for archives."
