title,author,year,abstract
Records management practices in ecumenical tertiary institutions: The trinity theological seminary in focus,Akuffo M.N.,2016,"The study aimed at examining the records management practices at the Trinity Theological Seminary in Ghana and was underpinned by the life cycle concept. The researchers drew qualitative inferences from interviews, complementing personal observations, with 25 purposively sampled staff. The study revealed the creation, maintenance and use of records to support administrative and decision-making processes. Problems hampering effective records management included nonexistent records management policy, inadequate staff training and erratic power supply. Among the recommendations proposed to overcome these setbacks were: formulating a written policy statement for managing records, providing staff with formal training and installing a standby generator."
Editorial,Gurciullo S.,2016,
"Blank pages, brief notes and ethical double-binds: micro digitisation and the ‘infinite archive’",McIntyre J.,2016,"Digitised versions of archival fonds with micro or regional significance daily join mass digitisation projects of books and documents in the global digital space. For historians, the exponential expansion of searchable digital archival material has required the revision of traditional research methods. The digital age has also shifted disciplinary boundaries such as the distinction between historian and archivist. This article concerns a micro digitisation involving collaboration between historian and archivist, not in archive access as is usually the case, but in archive creation. The experience of this collaboration is generalisable to other micro-scale uploads of scanned material enabled by digital technologies. This article is a case study of this experience. It uses autoethnography to explore the practicalities and ethical processes of decision-making to create a new digital archive of wine history during the pilot stage of an Australian Research Council Industry Linkage Grant. The decision-making process that transformed a historian as traditional archive end-user to archive creator highlights the challenges for both professions in the decision to digitise, the implications for expenditure of public funds and questions of digitisation and environmental sustainability."
Provisions for managing and preserving records created in networked environments in the archival legislative frameworks of selected member states of the Southern African Development Community,Ngoepe M.,2016,"In most states in the Southern African Development Community (SADC), the national archives acts were enacted shortly after independence and modelled closely on British archival legislation. These acts were mostly written with paper records in mind, while being silent on records that appear in other media such as microfilm, audiovisual and electronic. This study provides a qualitative content analysis of archival legislation to assess the extent to which provision is made for the management and preservation of records created in networked environments in selected countries (Botswana, Lesotho, Malawi, Namibia, South Africa, Swaziland, Tanzania Zambia, and Zimbabwe) in the SADC region. The key finding suggests that while the archival legislation in South Africa makes provision for the management of electronic records, the pieces of legislation for the other countries are silent on this issue. Furthermore, all the pieces of legislation are silent on whether electronic records can be admissible as evidence in a court of law. The study recommends that the SADC should consider adding a legal instrument in the form of a protocol treaty on archival legislation and designing a model law or statute on electronic records management and preservation to be customised by member states."
The German appraisal discussion since 1990: an overview,Taylor I.,2016,"The development of German archival appraisal theory since 1990 has been little discussed in the English-speaking world. This article provides an introductory overview of the Federführungsmodell developed by the Bundesarchiv (Federal Archives), the horizontal and vertical appraisal approach of the Landesarchiv (State Archives) of Baden-Württemberg, and the documentation plans typical of municipal and university archives. It also examines the new focus on records management and calls for collaboration in appraisal between different archives, levels of government and heritage institutions."
Setting the record straight for the rights of the child summit,Evans J.,2017,
Setting the record straight for the rights of the child national summit,Laurent N.,2017,
‘A process where we’re all at the table’: Community archives challenging dominant modes of archival practice,Zavala J.,2017,"Community archives have compelled shifts in dominant archival management practices to reflect community agency and values. To analyse these shifts, we ask: In what ways do community archives and their staff challenge traditional archival modes of practice? Do community archives work within or against dominant frameworks for institutional sustainability? Do community archives challenge or replicate dominant custody practices? Based on semi-structured interviews with 17 founders, staff and volunteers at 12 Southern California community archives, this research examines the diverse models of practice utilised by community archives practitioners that diverge from and challenge standard practices in the field. By addressing these questions, our research uncovers a variety of models of practice employed by communities in Southern California to autonomously create and sustain their archives."
Why ‘radical recordkeeping’?,Jarvie K.,2017,
"Participatory cultures, trust technologies and decentralisation: Innovation opportunities for recordkeeping",Findlay C.,2017,"Recordkeeping professionals build and manage systems that support the creation and maintenance of trustworthy records, however our approach to the design and implementation of such systems has suffered from a lack of innovation and a failure to collaborate effectively with allied disciplines. Contemporary society, politics and Internet culture are producing new models, tools and techniques which open up exciting possibilities for how recordkeeping systems might work, presenting both opportunities and challenges for recordkeeping professionals. In this article, some elements deemed necessary for trustworthy recordkeeping are identified and critically examined in light of the possibilities of participatory cultures, peerto- peer business and trust through computation, in particular, blockchain technologies. Conclusions are drawn regarding what might be needed in order to adapt current models and practices to build new forms of recordkeeping systems that could enhance the agency of the individual in a networked society."
Perspectives on records and archives: An update from the royal commission: Australian society of archivists national conference thursday 20 october 2016 parramatta,Coate J.,2017,
Small acts of resistance: Teaching young and emerging artists sustainable preservation strategies for contemporary creative practice,Cianci L.,2017,"The ‘Context and Culture’ unit of study contributes to visual arts students making informed decisions about sustainable preservation strategies in creative practice through participation in projects and activities that focus on preservation issues, and through the study of significant contemporary artists, curators and academics who engage with the archive in challenging and radical ways. This article gives an account of the complex nature of creative content created by artists, and the small acts of resistance we perform on a daily basis in creative practice."
Applying radical empathy to women’s march documentation efforts: A reflection exercise,Watts G.,2017,"The Women’s March was a global phenomenon, with close to 5 million people participating worldwide. With a protest this complex, it is easy to see that its related records will have historical value. Indeed, many repositories have called for ephemera and stories from the event. But is documenting the event itself enough? The March was criticised for its lack of intersectionality and inclusion: are these criticisms not crucial to future understandings? This article follows the work of bell hooks, Verne Harris, Jarrett Drake and others in the call for social justice in archival work. The work of Michelle Caswell and Marika Cifor on radical empathy is particularly well poised to answer these questions, because of its emphasis on prioritising people over records. Central to radical empathy are an archivist’s relationships with four constituents: the creator, the subject, the user and the community. Considering the roles of these stakeholders represent a departure in traditional archival theory, one that the author believes will make archives more equitable. Using these perspectives, this article will explore what it means to document the Women’s March in a pluralistic way and suggest pathways to do the same elsewhere."
Editorial,Dean K.,2017,
"Here, there and everywhere: An analysis of reference services in academic archives",Oliver A.,2017,"The purpose of this study is to investigate how archivists conduct reference services. The investigators administered two surveys to 19 participants at 15 Canadian academic archives to understand archivists’ behaviour while performing reference. There is no standard approach to reference as many archivists use institution-specific tools coupled with their own knowledge. Finding aids are the most frequently accessed tool and are most often used in conjunction with other tools. Limited resources are the primary barrier to the provision of effective reference services. The tools that are employed by archives are archivist focused, which results in reference services that are not user focused."
The dorothy howard collection: Revealing the structures of folklore archives in museums,Jones M.,2017,"In 2015–16 researchers from the University of Melbourne and Museums Victoria undertook a collaborative project which sought to visualise archival data from the museum as a means to investigate the structure and context of the Dorothy Howard Collection. This article introduces Dorothy Howard’s work, which is part of the internationally significant Australian Children’s Folklore Collection, and looks at the project’s processes and outcomes, including the initial visualisations produced. In doing so, the authors highlight the data-intensive nature of such work, suggest the potential of visualisations to reveal collection structures, and outline possibilities for future projects and collaborations."
Volunteers in Australian archives,De Villiers A.,2017,"Why do volunteers choose to contribute thousands of unpaid hours per week to Australian archives? This paper presents the results of a nationwide web survey that provides insight into the demographics, motivations and experiences of volunteers in Australian archives. The findings provide a representative overview of formal volunteers in Australian archives, determining ‘who’ they are, the value of the contributions they provide and the level of training and support offered to them. This study is a continuation of existing discussions about volunteers in Australian archives and represents an opportunity for the development of stronger relationships with Australian archival volunteers and, through them, the communities our archives serve."
Binary trees? Automatically identifying the links between born-digital records,Spencer R.,2017,"The sheer volume of records that government organisations, and thus government archives, work with on a daily basis means that there is a chance that relationships between individual records will not easily be captured and recorded. This paper begins by suggesting that the relationships described in archival catalogues will remain at the highest levels of abstraction unless they can be extracted using automated methods. Relationships that can be generated automatically are described in this paper. They will likely be less established than archivists are traditionally used to working with. For example, a so-called ‘fuzzy matching’ technique is discussed that may reveal the ‘points’ of similarity between two records. Extensible databases will be needed to store new links; flexible interfaces will be required to display them. This paper discusses some of the techniques that may currently be available for automatically identifying links between born-digital records by looking at what can be found in the data stream and the relationships digital formats inherently describe. The mechanisms described may be useful for sentencing as well as cataloguing and description. While one size will not fit all, some collections may benefit. The paper concludes by discussing briefly what this work will mean to the end user."
On the crest of a wave: Transforming the archival future,Millar L.,2017,"The profession of digital archivist is crystallising, fundamentally challenging traditional archival roles. The very nature of digital records also challenges the sustainability of archival systems and collections. Records that used to stay stable for decades in an analogue world now risk being lost or damaged within moments of creation. How should archivists react to these changes? Archivists have to lift ourselves out of our analogue environment and focus more effort on forging a new path, to reposition archives, archival institutions and archival practitioners more strategically for the future. To do this, archivists must resist the temptation to think that we and we alone – as people, as archivists or as today’s archivists as opposed to yesterday’s archivists – can come up with the ultimate solution to the world’s recordkeeping problems. Archivists must keep innovating, absolutely. But we also need to be agile and flexible, remembering that anything we come up with today will be superseded at some point in the future – increasingly, in the very near future. Archivists need to forge links with archives, systems and people in order to come up with approaches to records and archives care that remain usable now and flexible well into the future."
"Lakota winter counts, pictographic records, and record making and remaking histories",Zhang J.,2017,"Winter counts are pictographic calendars created and used by certain Native American communities as mnemonic devices for remembering the sequence of events that mark each year, and for retelling community stories. Drawing on resources from the Smithsonian Institution’s National Anthropological Archives’ winter count collections and related literature, this study reviews and discusses the characteristics of pictographic records, traces their making and remaking histories, and revisits the pictorial tradition in the American history of records and record keeping."
Archival orthodoxy of post-custodial realities for digital records in South Africa,Ngoepe M.,2017,"Some public entities in South Africa have implemented digital records systems over a period of 20 years. In terms of the South African archival legal framework, there is a need for such entities to transfer the records into archival custody. However, there is consensus among researchers that there is no infrastructure to ingest digital records into archival custody in South Africa. Furthermore, some public entities have migrated from one system to another since implementation and there is a possibility that records might have been lost during migration. This study demonstrates through literature review the unconscious archival orthodoxy of post-custodial realities in South Africa. The study recommends that public entities should apply for exemption from archival legislation in order to develop an interim solution for the preservation of digital records. The National Archives and Records Service of South Africa (NARSSA) is also encouraged to develop a policy on distributed custody to allow government entities to create interim solutions for preserving digital records. Both public entities and NARSSA should invest in capacity development, including training and provision of sustainable infrastructure required to preserve digital records. It is hoped that this study will influence policy-making with regard to custody of digital records."
Editorial,Dean K.,2017,
Appraising email (Using digital forensics): Techniques and challenges,Vinh-Doyle W.P.,2017,"With the growth of digital records, particularly email, archives must adapt their methods of acquiring, appraising and providing access to records. As one possible solution, the Provincial Archives of New Brunswick advocates the use of digital forensics. This article moves beyond simply advocating a technical solution, however, to include a fuller understanding of the challenges archivists may encounter when appraising email, such as the discovery of personal information, personally identifiable information and other information that is not reflected in traditional correspondence."
Educational programs as an interactive tool for public engagement by public archives repositories in South Africa,Mukwevho J.,2018,"The purpose of this article was to investigate whether public archives in South Africa’s educational programs serve as an interactive tool for public engagement. The study adopted a quantitative research approach involving all 10 public archival institutions in South Africa. Data was collected using survey questionnaires, analysis of the legislation on archives, and the national Department of Arts and Culture (DAC) and relevant provincial departments’ annual reports from the 2012–13 to 2014–15 financial years according to the relevant themes of the study. In South Africa, public archival institutions fall under and report to the DAC. The purpose of data triangulation was to collect as much, and as diverse, data as possible to help generate the best possible insight. The study revealed that the public archives’ educational activities were not effectively designed and implemented to bring potential users to archives. The study recommends that public archives engage with educators and curriculum developers to support the South African Curriculum Assessment Policy Statement (CAPS). This will enable archivists and public archival institutions to identify and incorporate developmental and topically relevant archival material into CAPS for use by educators and learners in a classroom environment."
Reclaiming history: Arthur schomburg,Ishmael H.J.M.,2018,"Focusing on the inter-war period, this article examines the context of the publication of Sir Hilary Jenkinson’s Manual of Archive Administration alongside the less well-known contemporary publication of Arthur Schomburg’s ‘The Negro Digs up his Past’. By placing these publications together, this article raises questions about the production and reproduction of the professional canon, as well as highlighting Schomburg’s contribution to key archival questions on the nature of collecting. This work discusses Schomburg’s articulation of the purpose of archival collecting which offers a radically different conception of the value and use of archives, one that focuses on the concepts of recovery and transformation. This article also places Schomburg within the wider emergence of the Pan-African movement and situates his work within the developing Pan-African ideologies and the networks in which he operated, and argues that Schomburg’s legacy can be found in the development of Black-led archives in London."
Institutional readiness for digital archives management at United States international university-Africa,Odhiambo B.O.,2018,"This article seeks to assess the readiness of the United States International University-Africa (USIU-A) to manage digital archives with a view to proposing strategies to enhance digital archives management at the institution. The study was informed by the Records Continuum Model, the Open Archival Information System Model and the Digital Curation Centre Lifecycle Model. A case study was used as part of a mixed-method research approach with a sample size of 120 respondents drawn from a population of 6937 by using systematic random sampling and purposive sampling techniques. Questionnaires, interviews, observation and documentary review methods were used to collect data. Qualitative and quantitative data was presented and analysed thematically. The study revealed that the infrastructure required for digital archives management was not up to standard. Moreover, a myriad of challenges were unearthed which were found to potentially inhibit the management of digital archives. The study therefore concluded that although USIU-A had taken steps towards digital archives management, more still needed to be done for the institution to effectively manage its digital archives."
Breaking rules for good? How archivists manage privacy in large-scale digitisation projects,Leclere E.,2018,"Digital archives are a popular way for archivists to provide access to their important collections, but they also create more opportunities for private information within these collections to be disseminated widely and without consent. This is especially true of collections of the recent past, which often include materials and testimonies from living individuals. This paper draws on interview data collected from 13 archivists at four institutions that created digital archives of Civil Rights Movement-era materials. Despite clear professional obligations to protect individual privacy, the author found that archivists relied on open-access policies to justify their projects and digitisation labour itself."
Archives du maroc? The official and alternative national archives of Morocco,Ahmed S.,2018,"The 2004 Truth and Reconciliation Commission (TRC) that investigated human rights abuses in Morocco under King Hassan II cited the ‘deplorable state of national archives’ as a major obstacle to its work. In 2013, in accordance with the findings of the TRC, the National Archives of Morocco opened with a colonial fonds, primarily holding records from the period of French colonisation (1912– 56). This article seeks to understand the late establishment of a national archives, positing that part of the delay was caused by the focus of Moroccan nationalists on the location of indigenous records and their rejection of colonial archives and historiography."
New horizons: Writing on records and archives from emerging scholars,Summers L.,2018,
Diverse worlds and the collective archive at the University of Melbourne,Fairbanks S.,2018,
Records storage in the cloud: Are we modelling the cost?,McLeod J.,2018,"Cloud services are increasingly seen as a flexible strategy for platform, infrastructure and software. Given the cloud’s claimed economic benefits archives and records professionals are now using cloud services for the storage of digital records and data. However, in determining whether or not to use the cloud for records and/or data storage, what models are available to them for estimating the cost and the medium-to-long-term financial implications for their organisations? This article identifies models available for estimating cloud storage costs and presents the results of an international survey into their use in the decision-making process with a series of real use case examples illustrating their value. The study highlights a series of important implications for archivists and records managers. These include the importance and challenges of using the models, their lack of widespread use, their adequacy, and the multiple players who should be involved in their application and development. Archivists and records managers need greater awareness and understanding of the models so they can play a central role in the cloud storage decision-making process and in the development of more effective costing models."
"Corrigendum: Editorial (Archives & Manuscripts, (2018) 46, 2, (2), 10.1080/01576895.2018.1440109)",,2018,"When the above editorial was first published online and in print, Rachel Buchanan’s surname was misspelled. The editor apologises for this error."
Should the Australian Society of Archivists have a diversity policy?,Dean K.,2018,
"Opening Keynote, Australian society of archivists national conference, melbourne, 26 september 2017",Harris V.,2018,
GLAMx Lab living histories digitisation lab - Engaging tertiary students with university archival collections,Di Gravio G.,2018,
Crunch time: The revised ISO 15489 and the future of recordkeeping,Findlay C.,2018,"The revised International Standard ISO 15489:2016 Part 1: Principles and Concepts establishes a framework and a set of techniques with which today’s recordkeeping professionals can implement appropriate and digital-ready strategies for recordkeeping. Moving away from conventions that remained tied to the paper world, the Standard establishes a set of principles to guide any approach, regardless of technologies and formats, and explains the fundamentally important work of appraisal. It also describes the essential elements of controls for records, to assist with access, retention and more. In this reflection, the author describes the genesis of the revised standard and argues that, unless recordkeeping professionals embrace the contingent and fluid nature of their work, and adhere to principles such as those described in the Standard, they will not produce solutions to accountability, access and memory challenges that meet the needs of the connected world."
Care Leavers’ records: A case for a Repurposed Archive Continuum Model,Frings-Hessami V.,2018,"The historical records created by Australian child welfare agencies were never intended to be released to the children after they left ‘care’. They were administrative records that were compiled for the agencies’ own use, not to meet the needs of the children or their adult selves. What happened after records were released to Care Leavers and reused by them is not what the agencies intended to happen. The author argues that this cannot be adequately mapped onto the Records Continuum Model and proposes a Repurposed Archive Continuum Model to represent the processes involved when Care Leavers are attempting to access their records."
Advocacy for the independence of the State Records Office of Western Australia,Joseph P.,2018,"Shortly after the election of the new Western Australia (WA) Government in March 2017, the new Premier, Mark McGowan, announced the first round of Machinery of Government changes to the WA public sector. The structural changes were promoted as creating collaborative departments focused on whole-of-government objectives and for delivering services in a more efficient and effective way. Part of these changes was to move the State Records Office of Western Australia under the State Library of Western Australia. The Australian Society of Archivists Western Australia Branch Committee discusses this act and the implications for the independence of the State Records Office."
Making the case for recordkeeping literacy: A narrative approach,Nicholls C.V.,2018,"The role of recordkeeping in our personal and professional lives is rarely perceived as a topic of mainstream interest outside the world of professional records managers and archivists. While corporate records management has been written about throughout the recordkeeping literature, there has traditionally been less focus on what McKemmish describes as the role of ‘personal recordkeeping cultures’. Yet personal recordkeeping can play a role in creating a sense of belonging, especially for children and families. For example, within the field of Australian early childhood education, one of the key policy documents replicates a similar theme with the aptly titled ‘Early Years Learning Framework – Belonging, Being & Becoming’. By reflecting on her own personal recordkeeping story and that of her family, the author aims to explore the purpose of recordkeeping awareness and the role this plays in the wider profession. This article will draw upon relevant recordkeeping theory as well as some key early childhood education literature to introduce how ‘recordkeeping awareness’ could be reconceptualised as ‘recordkeeping literacy’. She will also explore what impact a reconceptualised understanding of continuum-based ‘recordkeeping literacy’ may have upon evolving recordkeeping theory and practice."
Back-ups for the future: Archival practices for data activism,Currie M.E.,2018,"Literature on activist archiving theorises the power of recordkeeping to give voice to marginalised communities. However, missing from this archival literature are analyses about the political practice of preserving data as an act of grassroots resistance. Simultaneously, existing scholarly literature on grassroots data activism analyses the creation of new statistical representations to challenge official ones. This literature has largely ignored what will happen to this data over the long term, nor has it treated data archiving as an activist project in its own right. This theoretical article seeks to close the gap between literature on archival activism and literature on data activism, in hopes that both sets of research can draw productively from each other. There are clear affinities between activist archives and data activism: both address the failure by mainstream institutions to account for marginal voices, both have the power to make issues visible and legitimate within the public sphere, and both experiment with traditional forms of memory and statistical evidence. The authors believe that these two powerful forms of activity have much to learn from each other, particularly as the need to steward data over the long term will only grow."
"Affect in the archive: Trauma, grief, delight and texts. Some personal reflections",Russell L.,2018,"Historians, as users of archives, often discuss the thrill and emotion of their ‘discoveries’. We can form romantic attachments or be repulsed across the decades. Archives containing the physical remains of the past can transport us, we can move beyond the here and now. Before the Museum of Melbourne digitised Alfred Howitt’s correspondence, I once opened a letter written to him on classic nineteenth-century blued paper. As I pulled the missive from its envelope, I could smell tobacco smoke. I was immediately in the room with him. Recently, after completing an article on the topic of frontier violence, my coauthor and I both described a feeling of stress and trauma that came from reading colonial records of ‘skirmishes’ and ‘dispersals’. In this paper, I want to reflect on the experience of Affect in the archive."
Foreign correspondence: journalism in the Germaine Greer Archive,Buchanan R.,2018,"Germaine Greer’s print journalism forms a significant portion of her archive. It needs to be reassessed and recognised as having equal value to her other types of writing. Greer’s journalism powers much of this major archive and it is important to acknowledge that this archive is as much a journalist’s one as it is the archive of a feminist, a performer or a literary scholar. Greer’s own methodical creation and re-creation of her print journalism legacy into a series of records in the Greer Archive is also an implicit argument for the value of her ‘smalls’. As a recordkeeper, she has gathered up ‘the madwoman’s underclothes’, the hundreds of articles published around the world."
Editorial,Dean K.,2018,
Collecting women’s archives at the ANU archives,Shapley M.,2018,"The Australian National University Archives holds both the archives of the University and a large collection of business and labour archives in the Noel Butlin Archives Centre. Both are governed by collecting policies, and neither of these policies mention gender. The relative absence of women’s voices in both collections raises the question about whether archival policies should seek to redress past silences."
Update: The Invisible Farmer: Securing Australian farm women’s history,Henningham N.,2018,"This article reviews the Invisible Farmer project – the largest study of Australian women on the land – a third of the way through its three year funding period. It introduces the aims of this collaborative and multidisciplinary project, focusing on the role of records and oral histories in the creation of new narratives, and the task of raising public awareness of the important historical and contemporary contributions made by Australian women farmers. We examine the way digital platforms work to curate records and promote research, and outline the important role that the Australian Women’s Register, a core project of the Australian Women’s Archives Project, will play in achieving outcomes."
Books as archival objects,Brown S.,2018,"This paper reflects on the place of books in archival collections and outlines the methodology used to incorporate Germaine Greer’s publications and personal library in the Greer Archive. Identification and inclusion of metadata documenting context, significance to the creator and relationships to other records in the Archive, demonstrate the value that can be added to bibliographic records."
Victorian Women’s liberation and lesbian feminist archives inc,Taylor J.,2018,"With this paper, I first of all acknowledge the Aboriginal and Torres Strait Islander people as the traditional owners of the land in Australia. I go on to mention early radical actions by lesbians and womyn, including setting up the Queen Victoria Women’s Hospital in 1896, and how lesbians and feminists in Victoria joined the worldwide Women’s Liberation Movement (WLM) to fight for womyn’s rights from 1969 onwards. The paper explains why there was a need to set up a WLM Archives in the first place, the herstory of the Victorian Women’s Liberation and Lesbian Feminist Archives (VWLLFA) and the reasons for maintaining and adding to the collection into the new millennium. The Victorian Women’s Liberation and Lesbian Feminist Archives Inc was established in 1983 with the objective of collecting any and all of the material relating to the WLM in Victoria from 1969 onwards; to store, archive and preserve this material for posterity and make it accessible for research and other purposes. Now housed at the University of Melbourne Archives, the VWLLFA is a unique record of the enormous amount of political work lesbians and feminists in Victoria have done over the past 50 years."
Process and progress: Working with born-digital material in the wendy Cope archive at the British library,Pledge J.,2018,"This article considers the processing of the born-digital archive of the English poet Wendy Cope, deposited at the British Library in 2011. Using the Cope Archive as a template, the authors set out a six-part workflow to acquire, preserve, process and make it accessible. The Cope Archive, which contains several types of digital media, presented various problems. The authors, however, were able to successfully apply their workflow and outline the various software and methods used at each stage. They conclude that, though each born-digital archive presents a unique set of issues, the proposed workflow is a successful framework that would be applicable to most."
Being in the archive: Affect and scholarly distance,Brennan B.,2018,"Working in the archives of living writers provides exciting possibilities for extended interpersonal research as well as ethical challenges. This article explores the author’s experience of working in Helen Garner’s restricted archives and negotiating the demands of scholarly objectivity with an increasingly felt empathic engagement. The author traces a chronological path through the archives relating to Garner’s three substantial works of non-fiction: The First Stone (1995), Joe Cinque’s Consolation (2004) and This House of Grief (2014). She draws attention to some of the ways in which distance and objectivity can be influenced not only by contact with a living writer but also by the space in which the archive is encountered. With a deliberate focus on the lived experience of researching, rather than a scholarly examination of archival theory, the author offers a case study of how the interaction of archives and living subject can shape research and publication."
Hear Greer: Voices in the archive,Hodgetts K.,2018,"In the 1990s Germaine Greer began recording her audio diaries. At the same time the author was attempting to find a suitable buyer for her archive. While the intention of the audio diaries was to record Greer’s past doings, she was also revealing a more private domestic side of her everyday life. The Germaine Greer Archive sits at the intersection of history and invention and tells the many stories of Germaine Greer, herself stating, ‘The archive will put matters right for posterity… supposing posterity should be interested’."
"Corrigendum: Review of Position doubtful: mapping landscapes and memories by Kim Mahood, (Archives & Manuscripts, (2017) 45,3 (262), 10.1080/01576895.2017.1367267)",,2018,"When the above review was first published online and in print, Jeannette Bastian’s surname was misspelled in the endnote. The author apologises for this error."
The end of reckoning – archival silences in the Germaine Greer Archive,Glanville L.,2018,The Germaine Greer Archive was created by Greer in the 1970s to document her career and provide counter-evidence against false claims about her work and personal life. Later attempts to address gaps in the archive in relation to her television career were hampered by the poor record keeping of production companies and film and television archives. The archive documents both an attempt to create a complete record and the deliberate creation of a counter-narrative through arrangement and juxtaposition of records.
Disturbing the silence of women metal workers,Wood K.,2018,"This reflection explores the challenges encountered at the beginnings of a PhD thesis looking at the history of women in the metal trades in Australia. As workers in a traditionally male-dominated industry, initially excluded from both occupations and union membership, these women have been in many ways silenced in the archival record. Confronting and disturbing that silence has been important in the early stages of this project. In doing so, the author has been guided by longstanding scholarship in women’s labour history and more recent explorations in archival studies."
Diversity’s discontents: In search of an archive of the oppressed,Drake J.,2019,"Australian and US-based archivists have recently begun to confront their complicity in a documentary landscape that excludes and erases the voices and views of minority, oppressed and poor communities. Archival professional organisations in both countries attempt to confront this issue by focusing on the homogeneity of the profession, specifically through using the discourse of diversity. Thus, this keynote address, delivered at the 2017 conference of the Australian Society of Archivists in Melbourne, explores the following question: how, if at all, does diversity form part of the solution for dismantling the white supremacy of archives? It begins this inquiry by recounting the author’s participation and experience with diversity projects of the Society of American Archivists, before speculating how archivists might transition away from the language of diversity and towards the language of liberation through the concept of an archive of the oppressed. The central argument of the address is that dismantling white supremacy in archives requires archivists abandon the neoliberal discourse of diversity and adopt an archive of the oppressed, or a cooperative approach in which oppressed peoples are positioned as subjects in our own liberation."
Editorial,Frings-Hessami V.,2019,
Metadata as a machine for feeling in germaine greer’s archive,Weber M.,2019,"What happens when a human coder meets a machine one? This article explores this question with reference to the archive of Professor Germaine Greer: Australian-born feminist, performer, scholar, and professional controversialist. It does so by staging two very different data encounters with the 70,000-word finding aid for the print journalism series, a key component of Greer’s archive. The first encounter is archivist’s creation of the finding aid; the second, archivist and literary scholar’s interpretation of this archival metadata using sentiment analysis. Interrogating these activities side-by-side opens up a productive middle ground between humanities scholars and computer technicians, between historians and archivists, between the hand made and the machine made. This article argues that sentiment analysis offers a new and highly productive method of interrogating archival metadata, and that, as a method which privileges emotive understandings of content, it is particularly appropriate to the study of feminist archives like Greer’s. It also argues that these kinds of detailed finding aids are new datasets that reward analysis in their own right, and particularly when considered in dialogue with—rather than simply used as straightforward navigational tools for—the ‘original’ archival content."
"An archive of humanity: The nsw division of the australian red cross, 1914–2014",Wishart A.,2019,"To commemorate its centenary, the NSW Division of the Australian Red Cross decided to donate its archive to the State Library of New South Wales in 2014. The State Library is honoured to be the recipient of these significant and extensive archives. In this article, the authors outline the process the librarians and archivists used to manage the donation and the importance of communication, both internally within the Library, and externally with the volunteers at the Red Cross who had arranged, compiled and cared for the archive. They describe the extent and organisation of the collection, the variety of formats and subjects, its historical significance and how it has been promoted to the State Library’s audiences. The authors reflect on how the archive charts the evolution and growth of Australia’s longest-running humanitarian organisation and how it contains the records of people who made history, but did not write the history books."
"Digitised, digital and static archives and the struggles in the middle east and north africa",Pennell C.,2019,"This paper examines the differences between archived material that was always a digital record and hard-copy archives that were subsequently digitised. It considers the rationales behind the digitisation of archives in established western democracies as digitised collections and ad-hoc files are made available online. It compares this with how the archives of regimes in the Middle East and North Africa that collapsed between 1990 and 2011 were digitised. Overt political expediency determined the circumstances under which documents were released and recalled from public view. It examines the digitisation of archival material after the wars in Iraq in 1991 and 2003 and its political implications. Then it examines material that has always been digital: the record of social media exchanges on the day when Colonel Qaddafi was killed in Libya in October 2011 and how the archived digital form reflects the origins and purposes under which it was produced. In both cases the electronic format is not simply a question of ease of distribution, both have become a record because they were assembled for particular purposes. Like ‘traditional’ archived documents, they were never intended to satisfy the needs of later historians but they became a source by being brought together."
